index,timestamp,year,month,day_month,day_name,number,temperature,temperature_feels,hum,wind_speed,weather_code,is_holiday,is_weekend,season
24,2015-01-05 00:00:00,2015,Jan,5,Monday,83,4.0,3.0,93.0,6.0,4.0,0.0,0.0,3.0
25,2015-01-05 01:00:00,2015,Jan,5,Monday,67,4.0,3.5,93.0,5.0,4.0,0.0,0.0,3.0
26,2015-01-05 02:00:00,2015,Jan,5,Monday,32,5.0,4.0,87.0,6.0,4.0,0.0,0.0,3.0
27,2015-01-05 03:00:00,2015,Jan,5,Monday,22,6.0,4.5,84.0,7.5,4.0,0.0,0.0,3.0
28,2015-01-05 04:00:00,2015,Jan,5,Monday,38,6.5,5.0,84.0,8.0,4.0,0.0,0.0,3.0
29,2015-01-05 05:00:00,2015,Jan,5,Monday,81,6.0,5.5,87.0,5.0,4.0,0.0,0.0,3.0
30,2015-01-05 06:00:00,2015,Jan,5,Monday,444,7.0,6.5,81.0,5.0,3.0,0.0,0.0,3.0
31,2015-01-05 07:00:00,2015,Jan,5,Monday,1597,7.0,6.0,81.0,6.5,3.0,0.0,0.0,3.0
32,2015-01-05 08:00:00,2015,Jan,5,Monday,3161,8.0,7.5,79.0,5.0,3.0,0.0,0.0,3.0
33,2015-01-05 09:00:00,2015,Jan,5,Monday,1342,8.0,7.0,82.0,6.0,3.0,0.0,0.0,3.0
34,2015-01-05 10:00:00,2015,Jan,5,Monday,568,9.0,8.0,84.5,6.5,3.0,0.0,0.0,3.0
35,2015-01-05 11:00:00,2015,Jan,5,Monday,584,9.0,7.5,90.5,10.0,3.0,0.0,0.0,3.0
36,2015-01-05 12:00:00,2015,Jan,5,Monday,762,10.0,8.0,85.0,11.0,3.0,0.0,0.0,3.0
37,2015-01-05 13:00:00,2015,Jan,5,Monday,873,10.0,8.5,82.0,10.0,3.0,0.0,0.0,3.0
38,2015-01-05 14:00:00,2015,Jan,5,Monday,672,10.0,9.0,82.0,9.0,3.0,0.0,0.0,3.0
39,2015-01-05 15:00:00,2015,Jan,5,Monday,807,10.0,8.5,79.0,10.0,3.0,0.0,0.0,3.0
40,2015-01-05 16:00:00,2015,Jan,5,Monday,1192,10.0,8.5,73.5,13.0,3.0,0.0,0.0,3.0
41,2015-01-05 17:00:00,2015,Jan,5,Monday,2761,9.5,7.5,73.5,12.0,3.0,0.0,0.0,3.0
42,2015-01-05 18:00:00,2015,Jan,5,Monday,2389,9.5,7.5,69.0,14.0,3.0,0.0,0.0,3.0
43,2015-01-05 19:00:00,2015,Jan,5,Monday,1274,9.0,6.5,71.0,14.0,3.0,0.0,0.0,3.0
44,2015-01-05 20:00:00,2015,Jan,5,Monday,696,9.0,7.0,71.0,14.0,3.0,0.0,0.0,3.0
45,2015-01-05 21:00:00,2015,Jan,5,Monday,411,9.0,7.0,71.0,11.0,3.0,0.0,0.0,3.0
46,2015-01-05 22:00:00,2015,Jan,5,Monday,324,9.0,7.5,71.0,10.0,4.0,0.0,0.0,3.0
47,2015-01-05 23:00:00,2015,Jan,5,Monday,192,8.5,7.5,73.5,8.0,4.0,0.0,0.0,3.0
48,2015-01-06 00:00:00,2015,Jan,6,Tuesday,91,8.0,6.5,76.0,8.0,4.0,0.0,0.0,3.0
49,2015-01-06 01:00:00,2015,Jan,6,Tuesday,73,8.0,6.5,76.0,8.0,4.0,0.0,0.0,3.0
50,2015-01-06 02:00:00,2015,Jan,6,Tuesday,33,8.0,6.0,76.0,11.0,4.0,0.0,0.0,3.0
51,2015-01-06 03:00:00,2015,Jan,6,Tuesday,19,8.0,5.5,76.0,14.0,4.0,0.0,0.0,3.0
52,2015-01-06 04:00:00,2015,Jan,6,Tuesday,40,8.5,6.5,73.5,11.0,4.0,0.0,0.0,3.0
53,2015-01-06 05:00:00,2015,Jan,6,Tuesday,74,8.0,5.5,82.0,14.0,4.0,0.0,0.0,3.0
54,2015-01-06 06:00:00,2015,Jan,6,Tuesday,530,8.0,5.0,84.5,15.0,3.0,0.0,0.0,3.0
55,2015-01-06 07:00:00,2015,Jan,6,Tuesday,1715,9.0,7.0,82.0,13.0,3.0,0.0,0.0,3.0
56,2015-01-06 08:00:00,2015,Jan,6,Tuesday,3534,9.0,7.0,82.0,12.0,7.0,0.0,0.0,3.0
57,2015-01-06 09:00:00,2015,Jan,6,Tuesday,1573,9.0,6.5,87.0,16.0,7.0,0.0,0.0,3.0
58,2015-01-06 10:00:00,2015,Jan,6,Tuesday,635,10.0,7.5,88.0,19.5,3.0,0.0,0.0,3.0
59,2015-01-06 11:00:00,2015,Jan,6,Tuesday,550,10.0,8.0,88.0,18.0,3.0,0.0,0.0,3.0
60,2015-01-06 12:00:00,2015,Jan,6,Tuesday,395,11.0,11.0,85.0,19.0,7.0,0.0,0.0,3.0
61,2015-01-06 13:00:00,2015,Jan,6,Tuesday,426,9.5,6.0,84.5,27.5,3.0,0.0,0.0,3.0
62,2015-01-06 14:00:00,2015,Jan,6,Tuesday,579,9.0,6.0,71.0,26.0,3.0,0.0,0.0,3.0
63,2015-01-06 15:00:00,2015,Jan,6,Tuesday,718,8.0,4.5,71.0,23.0,2.0,0.0,0.0,3.0
64,2015-01-06 16:00:00,2015,Jan,6,Tuesday,1184,8.0,5.0,68.5,19.5,2.0,0.0,0.0,3.0
65,2015-01-06 17:00:00,2015,Jan,6,Tuesday,2662,7.5,4.0,71.0,22.0,1.0,0.0,0.0,3.0
66,2015-01-06 18:00:00,2015,Jan,6,Tuesday,2610,7.0,4.0,71.0,17.5,1.0,0.0,0.0,3.0
67,2015-01-06 19:00:00,2015,Jan,6,Tuesday,1402,6.0,3.0,76.0,15.0,1.0,0.0,0.0,3.0
68,2015-01-06 20:00:00,2015,Jan,6,Tuesday,720,5.5,2.5,78.5,15.0,1.0,0.0,0.0,3.0
69,2015-01-06 21:00:00,2015,Jan,6,Tuesday,494,5.0,2.0,81.0,15.0,1.0,0.0,0.0,3.0
70,2015-01-06 22:00:00,2015,Jan,6,Tuesday,344,4.5,1.5,81.0,13.0,1.0,0.0,0.0,3.0
71,2015-01-06 23:00:00,2015,Jan,6,Tuesday,212,4.0,1.0,84.0,12.0,1.0,0.0,0.0,3.0
72,2015-01-07 00:00:00,2015,Jan,7,Wednesday,102,4.0,1.0,81.0,12.0,1.0,0.0,0.0,3.0
73,2015-01-07 01:00:00,2015,Jan,7,Wednesday,60,4.0,1.0,81.0,11.0,1.0,0.0,0.0,3.0
74,2015-01-07 02:00:00,2015,Jan,7,Wednesday,33,4.0,1.5,81.0,10.0,1.0,0.0,0.0,3.0
75,2015-01-07 03:00:00,2015,Jan,7,Wednesday,26,3.5,1.0,84.0,9.0,2.0,0.0,0.0,3.0
76,2015-01-07 04:00:00,2015,Jan,7,Wednesday,33,4.0,1.5,81.0,10.0,2.0,0.0,0.0,3.0
77,2015-01-07 05:00:00,2015,Jan,7,Wednesday,80,4.0,2.0,87.0,9.0,1.0,0.0,0.0,3.0
78,2015-01-07 06:00:00,2015,Jan,7,Wednesday,526,5.0,2.5,81.0,10.0,1.0,0.0,0.0,3.0
79,2015-01-07 07:00:00,2015,Jan,7,Wednesday,1757,5.5,2.5,81.0,13.0,1.0,0.0,0.0,3.0
80,2015-01-07 08:00:00,2015,Jan,7,Wednesday,3618,6.5,3.5,81.0,15.0,2.0,0.0,0.0,3.0
81,2015-01-07 09:00:00,2015,Jan,7,Wednesday,1714,8.0,5.0,76.0,19.0,3.0,0.0,0.0,3.0
82,2015-01-07 10:00:00,2015,Jan,7,Wednesday,763,8.0,5.0,82.0,19.5,2.0,0.0,0.0,3.0
83,2015-01-07 11:00:00,2015,Jan,7,Wednesday,690,9.0,6.0,76.0,21.0,2.0,0.0,0.0,3.0
84,2015-01-07 12:00:00,2015,Jan,7,Wednesday,913,9.0,5.5,76.0,27.0,2.0,0.0,0.0,3.0
85,2015-01-07 13:00:00,2015,Jan,7,Wednesday,982,9.5,6.0,71.5,28.0,2.0,0.0,0.0,3.0
86,2015-01-07 14:00:00,2015,Jan,7,Wednesday,783,10.0,6.5,62.0,28.5,2.0,0.0,0.0,3.0
87,2015-01-07 15:00:00,2015,Jan,7,Wednesday,794,9.0,6.0,68.5,25.0,2.0,0.0,0.0,3.0
88,2015-01-07 16:00:00,2015,Jan,7,Wednesday,1171,9.0,6.0,76.0,25.0,3.0,0.0,0.0,3.0
89,2015-01-07 17:00:00,2015,Jan,7,Wednesday,2647,9.5,6.5,71.5,24.0,3.0,0.0,0.0,3.0
90,2015-01-07 18:00:00,2015,Jan,7,Wednesday,2579,10.0,7.0,71.0,30.0,3.0,0.0,0.0,3.0
91,2015-01-07 20:00:00,2015,Jan,7,Wednesday,657,10.0,6.5,79.0,30.5,3.0,0.0,0.0,3.0
92,2015-01-07 21:00:00,2015,Jan,7,Wednesday,516,10.0,7.0,82.0,27.0,7.0,0.0,0.0,3.0
93,2015-01-07 22:00:00,2015,Jan,7,Wednesday,414,10.0,7.0,82.0,27.0,7.0,0.0,0.0,3.0
94,2015-01-07 23:00:00,2015,Jan,7,Wednesday,206,10.0,7.0,85.0,24.0,7.0,0.0,0.0,3.0
95,2015-01-08 00:00:00,2015,Jan,8,Thursday,123,11.0,11.0,82.0,26.0,4.0,0.0,0.0,3.0
96,2015-01-08 01:00:00,2015,Jan,8,Thursday,56,11.5,11.5,85.0,24.0,3.0,0.0,0.0,3.0
97,2015-01-08 02:00:00,2015,Jan,8,Thursday,51,12.0,12.0,82.0,25.0,3.0,0.0,0.0,3.0
98,2015-01-08 03:00:00,2015,Jan,8,Thursday,33,12.0,12.0,85.0,22.0,3.0,0.0,0.0,3.0
99,2015-01-08 04:00:00,2015,Jan,8,Thursday,32,12.0,12.0,88.0,20.5,7.0,0.0,0.0,3.0
100,2015-01-08 05:00:00,2015,Jan,8,Thursday,87,12.0,12.0,80.0,20.5,7.0,0.0,0.0,3.0
101,2015-01-08 06:00:00,2015,Jan,8,Thursday,511,11.5,11.5,74.5,17.0,3.0,0.0,0.0,3.0
102,2015-01-08 07:00:00,2015,Jan,8,Thursday,982,10.5,9.5,82.5,17.0,7.0,0.0,0.0,3.0
103,2015-01-08 08:00:00,2015,Jan,8,Thursday,1228,9.5,7.5,87.5,14.0,7.0,0.0,0.0,3.0
104,2015-01-08 09:00:00,2015,Jan,8,Thursday,573,9.0,7.0,87.0,13.0,7.0,0.0,0.0,3.0
105,2015-01-08 10:00:00,2015,Jan,8,Thursday,185,9.0,7.0,87.0,14.0,7.0,0.0,0.0,3.0
106,2015-01-08 11:00:00,2015,Jan,8,Thursday,193,9.0,6.0,82.0,20.5,7.0,0.0,0.0,3.0
107,2015-01-08 12:00:00,2015,Jan,8,Thursday,522,9.0,6.5,84.5,17.0,2.0,0.0,0.0,3.0
108,2015-01-08 13:00:00,2015,Jan,8,Thursday,672,9.0,5.5,79.0,27.0,2.0,0.0,0.0,3.0
109,2015-01-08 14:00:00,2015,Jan,8,Thursday,761,10.0,7.0,71.0,22.0,2.0,0.0,0.0,3.0
110,2015-01-08 15:00:00,2015,Jan,8,Thursday,781,9.0,6.0,71.0,22.0,2.0,0.0,0.0,3.0
111,2015-01-08 16:00:00,2015,Jan,8,Thursday,1212,9.0,6.0,71.0,19.5,2.0,0.0,0.0,3.0
112,2015-01-08 17:00:00,2015,Jan,8,Thursday,2351,9.0,6.0,76.0,22.0,2.0,0.0,0.0,3.0
113,2015-01-08 18:00:00,2015,Jan,8,Thursday,2110,8.5,5.5,73.5,22.5,1.0,0.0,0.0,3.0
114,2015-01-08 19:00:00,2015,Jan,8,Thursday,1239,8.0,5.0,73.5,20.5,1.0,0.0,0.0,3.0
115,2015-01-08 20:00:00,2015,Jan,8,Thursday,752,8.0,5.0,76.0,17.0,1.0,0.0,0.0,3.0
116,2015-01-08 21:00:00,2015,Jan,8,Thursday,457,8.0,4.5,76.0,20.5,1.0,0.0,0.0,3.0
117,2015-01-08 22:00:00,2015,Jan,8,Thursday,423,8.5,5.5,73.5,21.0,1.0,0.0,0.0,3.0
118,2015-01-08 23:00:00,2015,Jan,8,Thursday,267,9.0,5.5,76.0,27.0,2.0,0.0,0.0,3.0
119,2015-01-09 00:00:00,2015,Jan,9,Friday,147,10.0,7.0,71.0,28.0,2.0,0.0,0.0,3.0
120,2015-01-09 01:00:00,2015,Jan,9,Friday,60,10.0,7.0,73.5,30.0,7.0,0.0,0.0,3.0
121,2015-01-09 02:00:00,2015,Jan,9,Friday,65,10.0,6.5,79.0,29.5,7.0,0.0,0.0,3.0
122,2015-01-09 03:00:00,2015,Jan,9,Friday,42,11.0,11.0,79.5,29.0,3.0,0.0,0.0,3.0
123,2015-01-09 04:00:00,2015,Jan,9,Friday,47,11.0,11.0,85.0,33.0,3.0,0.0,0.0,3.0
124,2015-01-09 05:00:00,2015,Jan,9,Friday,85,11.5,11.5,85.0,33.0,3.0,0.0,0.0,3.0
125,2015-01-09 06:00:00,2015,Jan,9,Friday,441,12.0,12.0,82.0,32.5,3.0,0.0,0.0,3.0
126,2015-01-09 07:00:00,2015,Jan,9,Friday,1593,12.0,12.0,82.0,31.5,3.0,0.0,0.0,3.0
127,2015-01-09 08:00:00,2015,Jan,9,Friday,3505,12.0,12.0,79.5,25.0,2.0,0.0,0.0,3.0
128,2015-01-09 09:00:00,2015,Jan,9,Friday,1768,12.0,12.0,74.5,30.0,2.0,0.0,0.0,3.0
129,2015-01-09 10:00:00,2015,Jan,9,Friday,799,12.5,12.5,69.5,29.5,1.0,0.0,0.0,3.0
130,2015-01-09 11:00:00,2015,Jan,9,Friday,806,13.0,13.0,67.0,28.0,1.0,0.0,0.0,3.0
131,2015-01-09 12:00:00,2015,Jan,9,Friday,1052,13.0,13.0,67.0,26.0,1.0,0.0,0.0,3.0
132,2015-01-09 13:00:00,2015,Jan,9,Friday,1078,13.0,13.0,63.0,30.0,1.0,0.0,0.0,3.0
133,2015-01-09 14:00:00,2015,Jan,9,Friday,976,13.0,13.0,63.0,26.0,2.0,0.0,0.0,3.0
134,2015-01-09 15:00:00,2015,Jan,9,Friday,912,13.5,13.5,67.5,33.5,7.0,0.0,0.0,3.0
135,2015-01-09 16:00:00,2015,Jan,9,Friday,1229,13.0,13.0,79.5,37.0,7.0,0.0,0.0,3.0
136,2015-01-09 17:00:00,2015,Jan,9,Friday,2409,13.5,13.5,85.0,35.0,7.0,0.0,0.0,3.0
137,2015-01-09 18:00:00,2015,Jan,9,Friday,1983,15.0,15.0,82.0,36.0,7.0,0.0,0.0,3.0
138,2015-01-09 19:00:00,2015,Jan,9,Friday,1094,15.5,15.5,77.0,41.0,7.0,0.0,0.0,3.0
139,2015-01-09 20:00:00,2015,Jan,9,Friday,686,15.0,15.0,72.0,44.0,3.0,0.0,0.0,3.0
140,2015-01-09 21:00:00,2015,Jan,9,Friday,443,15.0,15.0,68.0,41.0,3.0,0.0,0.0,3.0
141,2015-01-09 22:00:00,2015,Jan,9,Friday,464,15.0,15.0,68.0,40.0,3.0,0.0,0.0,3.0
142,2015-01-09 23:00:00,2015,Jan,9,Friday,420,14.0,14.0,77.0,41.5,4.0,0.0,0.0,3.0
143,2015-01-10 00:00:00,2015,Jan,10,Saturday,392,14.0,14.0,77.0,39.0,4.0,0.0,1.0,3.0
144,2015-01-10 01:00:00,2015,Jan,10,Saturday,277,14.0,14.0,77.0,40.0,4.0,0.0,1.0,3.0
145,2015-01-10 02:00:00,2015,Jan,10,Saturday,189,14.0,14.0,72.0,40.5,3.0,0.0,1.0,3.0
146,2015-01-10 03:00:00,2015,Jan,10,Saturday,153,13.0,13.0,77.0,41.0,3.0,0.0,1.0,3.0
147,2015-01-10 04:00:00,2015,Jan,10,Saturday,90,13.0,13.0,77.0,36.0,3.0,0.0,1.0,3.0
148,2015-01-10 05:00:00,2015,Jan,10,Saturday,52,13.0,13.0,77.0,35.0,3.0,0.0,1.0,3.0
149,2015-01-10 06:00:00,2015,Jan,10,Saturday,69,13.0,13.0,82.0,35.0,7.0,0.0,1.0,3.0
150,2015-01-10 07:00:00,2015,Jan,10,Saturday,143,13.0,13.0,79.5,35.0,3.0,0.0,1.0,3.0
151,2015-01-10 08:00:00,2015,Jan,10,Saturday,321,14.0,14.0,74.5,40.0,3.0,0.0,1.0,3.0
152,2015-01-10 09:00:00,2015,Jan,10,Saturday,619,14.0,14.0,77.0,48.0,3.0,0.0,1.0,3.0
153,2015-01-10 10:00:00,2015,Jan,10,Saturday,757,14.0,14.0,74.5,41.0,7.0,0.0,1.0,3.0
154,2015-01-10 11:00:00,2015,Jan,10,Saturday,800,11.5,11.5,67.5,42.5,3.0,0.0,1.0,3.0
155,2015-01-10 12:00:00,2015,Jan,10,Saturday,1191,11.5,11.5,58.0,41.5,2.0,0.0,1.0,3.0
156,2015-01-10 13:00:00,2015,Jan,10,Saturday,1395,10.5,8.5,54.0,38.0,3.0,0.0,1.0,3.0
157,2015-01-10 14:00:00,2015,Jan,10,Saturday,1358,9.0,4.5,54.0,42.5,3.0,0.0,1.0,3.0
158,2015-01-10 15:00:00,2015,Jan,10,Saturday,1436,9.0,5.0,48.0,35.0,2.0,0.0,1.0,3.0
159,2015-01-10 16:00:00,2015,Jan,10,Saturday,1270,8.0,4.0,51.5,27.0,1.0,0.0,1.0,3.0
160,2015-01-10 17:00:00,2015,Jan,10,Saturday,1054,8.0,4.0,51.5,29.0,2.0,0.0,1.0,3.0
161,2015-01-10 18:00:00,2015,Jan,10,Saturday,849,7.0,3.0,55.0,26.0,1.0,0.0,1.0,3.0
162,2015-01-10 19:00:00,2015,Jan,10,Saturday,720,6.0,2.0,57.0,26.0,1.0,0.0,1.0,3.0
163,2015-01-10 20:00:00,2015,Jan,10,Saturday,556,6.0,2.0,57.0,25.0,1.0,0.0,1.0,3.0
164,2015-01-10 21:00:00,2015,Jan,10,Saturday,349,6.0,2.0,57.0,21.0,1.0,0.0,1.0,3.0
165,2015-01-10 22:00:00,2015,Jan,10,Saturday,335,5.0,1.0,66.0,20.0,1.0,0.0,1.0,3.0
166,2015-01-10 23:00:00,2015,Jan,10,Saturday,334,5.0,1.0,66.0,19.5,1.0,0.0,1.0,3.0
167,2015-01-11 00:00:00,2015,Jan,11,Sunday,360,4.5,0.5,72.5,22.0,1.0,0.0,1.0,3.0
168,2015-01-11 01:00:00,2015,Jan,11,Sunday,255,4.0,-0.5,75.0,22.0,1.0,0.0,1.0,3.0
169,2015-01-11 02:00:00,2015,Jan,11,Sunday,198,4.0,-0.5,75.0,23.0,1.0,0.0,1.0,3.0
170,2015-01-11 03:00:00,2015,Jan,11,Sunday,135,4.0,-1.0,75.0,27.0,2.0,0.0,1.0,3.0
171,2015-01-11 04:00:00,2015,Jan,11,Sunday,74,4.0,-1.0,72.5,28.0,1.0,0.0,1.0,3.0
172,2015-01-11 05:00:00,2015,Jan,11,Sunday,57,4.0,-1.0,70.0,27.0,1.0,0.0,1.0,3.0
173,2015-01-11 06:00:00,2015,Jan,11,Sunday,67,4.5,0.0,68.0,24.0,1.0,0.0,1.0,3.0
174,2015-01-11 07:00:00,2015,Jan,11,Sunday,93,5.0,1.0,66.0,24.0,1.0,0.0,1.0,3.0
175,2015-01-11 08:00:00,2015,Jan,11,Sunday,241,5.0,0.0,66.0,29.5,1.0,0.0,1.0,3.0
176,2015-01-11 09:00:00,2015,Jan,11,Sunday,538,5.5,0.5,63.5,29.0,1.0,0.0,1.0,3.0
177,2015-01-11 10:00:00,2015,Jan,11,Sunday,922,6.5,2.0,61.0,30.0,1.0,0.0,1.0,3.0
178,2015-01-11 11:00:00,2015,Jan,11,Sunday,1248,7.5,3.5,59.0,27.0,1.0,0.0,1.0,3.0
179,2015-01-11 12:00:00,2015,Jan,11,Sunday,1555,8.5,4.5,55.5,27.0,1.0,0.0,1.0,3.0
180,2015-01-11 13:00:00,2015,Jan,11,Sunday,1813,9.0,5.0,56.0,28.0,2.0,0.0,1.0,3.0
181,2015-01-11 14:00:00,2015,Jan,11,Sunday,1639,9.0,5.0,60.0,28.0,2.0,0.0,1.0,3.0
182,2015-01-11 15:00:00,2015,Jan,11,Sunday,1464,8.5,5.0,64.0,26.0,3.0,0.0,1.0,3.0
183,2015-01-11 16:00:00,2015,Jan,11,Sunday,1097,8.0,4.5,66.0,23.0,3.0,0.0,1.0,3.0
184,2015-01-11 17:00:00,2015,Jan,11,Sunday,827,8.0,5.0,71.0,20.5,7.0,0.0,1.0,3.0
185,2015-01-11 18:00:00,2015,Jan,11,Sunday,519,8.0,4.0,73.5,25.0,7.0,0.0,1.0,3.0
186,2015-01-11 19:00:00,2015,Jan,11,Sunday,493,8.0,4.0,73.5,24.0,3.0,0.0,1.0,3.0
187,2015-01-11 20:00:00,2015,Jan,11,Sunday,315,8.0,4.5,71.0,26.0,7.0,0.0,1.0,3.0
188,2015-01-11 21:00:00,2015,Jan,11,Sunday,260,8.0,4.0,71.0,30.0,7.0,0.0,1.0,3.0
189,2015-01-11 22:00:00,2015,Jan,11,Sunday,237,9.0,5.0,66.0,37.0,7.0,0.0,1.0,3.0
190,2015-01-11 23:00:00,2015,Jan,11,Sunday,168,9.0,5.0,71.0,30.5,3.0,0.0,1.0,3.0
191,2015-01-12 00:00:00,2015,Jan,12,Monday,117,9.0,5.0,68.5,29.0,2.0,0.0,0.0,3.0
192,2015-01-12 01:00:00,2015,Jan,12,Monday,45,10.0,6.0,60.0,34.0,4.0,0.0,0.0,3.0
193,2015-01-12 02:00:00,2015,Jan,12,Monday,29,10.0,7.0,64.5,30.0,4.0,0.0,0.0,3.0
194,2015-01-12 03:00:00,2015,Jan,12,Monday,36,10.0,6.5,67.0,30.5,3.0,0.0,0.0,3.0
195,2015-01-12 04:00:00,2015,Jan,12,Monday,26,10.0,6.5,67.0,33.5,3.0,0.0,0.0,3.0
196,2015-01-12 05:00:00,2015,Jan,12,Monday,86,10.0,6.0,67.0,35.0,3.0,0.0,0.0,3.0
197,2015-01-12 06:00:00,2015,Jan,12,Monday,433,10.0,6.0,73.5,31.0,7.0,0.0,0.0,3.0
198,2015-01-12 07:00:00,2015,Jan,12,Monday,1541,10.0,7.0,76.0,30.0,7.0,0.0,0.0,3.0
199,2015-01-12 08:00:00,2015,Jan,12,Monday,3418,10.0,6.0,76.0,31.0,3.0,0.0,0.0,3.0
200,2015-01-12 09:00:00,2015,Jan,12,Monday,1832,11.5,11.5,67.0,32.5,3.0,0.0,0.0,3.0
201,2015-01-12 10:00:00,2015,Jan,12,Monday,723,12.0,12.0,67.0,33.0,3.0,0.0,0.0,3.0
202,2015-01-12 11:00:00,2015,Jan,12,Monday,654,12.0,12.0,74.5,39.0,3.0,0.0,0.0,3.0
203,2015-01-12 12:00:00,2015,Jan,12,Monday,700,12.0,12.0,79.5,29.5,3.0,0.0,0.0,3.0
204,2015-01-12 13:00:00,2015,Jan,12,Monday,631,12.0,12.0,79.5,29.5,3.0,0.0,0.0,3.0
205,2015-01-12 14:00:00,2015,Jan,12,Monday,520,12.5,12.5,77.0,33.0,7.0,0.0,0.0,3.0
206,2015-01-12 15:00:00,2015,Jan,12,Monday,374,12.0,12.0,82.0,25.0,7.0,0.0,0.0,3.0
207,2015-01-12 16:00:00,2015,Jan,12,Monday,669,12.0,12.0,82.0,22.5,7.0,0.0,0.0,3.0
208,2015-01-12 17:00:00,2015,Jan,12,Monday,1510,11.5,11.5,88.0,22.0,7.0,0.0,0.0,3.0
209,2015-01-12 18:00:00,2015,Jan,12,Monday,1186,11.0,11.0,94.0,22.0,7.0,0.0,0.0,3.0
210,2015-01-12 19:00:00,2015,Jan,12,Monday,1136,11.5,11.5,85.0,22.0,7.0,0.0,0.0,3.0
211,2015-01-12 20:00:00,2015,Jan,12,Monday,753,12.0,12.0,82.0,20.0,4.0,0.0,0.0,3.0
212,2015-01-12 21:00:00,2015,Jan,12,Monday,510,12.0,12.0,85.0,18.5,7.0,0.0,0.0,3.0
213,2015-01-12 22:00:00,2015,Jan,12,Monday,184,12.0,12.0,88.0,21.0,7.0,0.0,0.0,3.0
214,2015-01-12 23:00:00,2015,Jan,12,Monday,86,12.0,12.0,88.0,23.0,7.0,0.0,0.0,3.0
215,2015-01-13 00:00:00,2015,Jan,13,Tuesday,64,12.0,12.0,88.0,25.0,7.0,0.0,0.0,3.0
216,2015-01-13 01:00:00,2015,Jan,13,Tuesday,29,12.0,12.0,88.0,30.0,7.0,0.0,0.0,3.0
217,2015-01-13 02:00:00,2015,Jan,13,Tuesday,21,11.5,11.5,88.0,24.5,7.0,0.0,0.0,3.0
218,2015-01-13 03:00:00,2015,Jan,13,Tuesday,13,11.0,11.0,85.0,19.0,7.0,0.0,0.0,3.0
